review,rating
why do android Tetris games suck so hard? isn't this almost the oldest video game in existence? literally inspiring me to read more. thanks I guess,1
too many advertisments,3
"it's not a game app , i tried to play it but I couldn't cuz it's showing you ads more than playing , every time you touch there is an ad ... fully not recommended",1
Fun and addicting,5
why is a game this old still choppy? I get that my phone is pretty cheap but still. what about tetris could possibly be this complicated and hard to optimise?,1
"Where is the classic mode??!! This is tetris, there should be an endless mode!! I don't want to do objectives, are you kidding?! And if there happens to be an endless mode, it must require a hell of a bunch of levels to unlock it... Which is insane. But there's no endless mode that I know of. No, I don't want to clear 20 lines then stop. Give us endless mode!!!!",2
won't load past the login screen,1
this is by far the worst version of Tetris I've ever played,1
"Super cool!Nothing beats the original tetris,the time is now.",5
"it doesn't load about half of the time and the advertising is egregious BUT... its tetris, nuff said",2
The game is great but the ads are horrible. I would gladly pay for an option with no ads but it does not exist. Uninstalling immediately.,1
"Love the game but your latest update is JUNK!! Game freezes after every game, have to close out to reset",3
too many ads in between levels.,4
Love the fact that I can play it offline as well. Edit: they removed the offline mode,1
I just purchased the 60 days ad free pass and the adv is still showing. Please check or refund. Any update?,1
"Bring back the old controls, ruined the game for me, been playing the leaderboards then, and i expected the changes will be reverted but still insist the slide, tap controls, bring back the old button controls.",1
If a game has ads then it will get uninstall. Why would developers mess up a good thing with this garbage ads is beyond my comprehension.,1
So many ads and in-app purchases it's borderline unplayable,1
best iteration of Tetris on Mobile but no option to remove ads permanently,3
tetirs,5
"$3 to remove ads, but it only lasts for 30 days. the ads are super pervasive too. what a scam, super sad that this seems to be the official Tetris app for Android, it's really difficult to mess up Tetris but they sure found a way",2
Didn't work 😭,1
"doesn't work offline, won't open with wifi . downloaded and deleted in 80 seconds",1
Too many ads. There's an ad after every game. and there are banner ads. there's no way y'all need that much money to maintain the most fun and simplistic game ever.,1
Last update took away off-line mode. Uninstalled!,1
I love tetris so much but my favorite one is 1984,5
"edit: the scoring is fixed and this game is as good as it used to be! the latest update changed the scoring. used to, when quickly swiping the shape down you would get points for speed. now you only get points for removing rows which makes it impossible to win.",5
"Tetris game is fine as they go but downloads a bug advert. Every time I open the app to play, after about two rounds a false ad pops up saying my phone is infected with something and I must pay/do something about it!! I just closed the tab and it lets you go back to the game. 1st time I checked my phone with security etc but clearly it's a con that's come with the game download. Shame",2
"As a life long Tetris fan I cannot recommend this game. It is sad to see that tetris has become an ad filled piece of garbage. complete with a micro transaction store that can temporarily remove ads. That's right, paying money to remove ads in this game is only temporary. This along with all of the extra unwanted bloat and the fact that one can't play offline in any capacity leads to a terrible user last and money first experience. I will be seeking out piracy options.",1
cant play this app offline. uninstalled,1
unplayable due to ads,1
Always Loved Tetris,5
winner,5
doesn't work... probably upload too many ads and crashed,1
Looks like it's time to uninstall this. Another classic game ruined by greed.,1
The original Tetris never had ads 💔,1
too many ads.,1
Won't load. Galaxy S25 FE,1
"out of all the versions of tetris I've played, this is probably the weakest. Not that it's bad in general, I can see how it can be appealing for some people, but it kinda has the same problem as Tetris 99, in the sense that regular infinite tetris is locked behind some kind of ""play further to unlock"" feature instead of being accessible right away. Wouldn't recommend for people who really are into Tetris, but for casual players, knock yourself out.",2
Love Tetris! Thank you! 😊,5
"ads that are questionable, there was a link opened to a website that claimed I had viruses on my Android phone. that is a horrible use of monetisation and they should be ashamed. when the ads are legal they are intrusive and ruin the experience. this has happened a second time so I uninstalled the app",1
"I'd like to talk about the interface. I'm using a Samsung Zfold phone, and my experience when using the closed screen is terrible. Literally, most of the options are cut off the screen to the point where I literally can't exit a game if my screen is closed. Please optimize the interface for different types of screens. I'm only adding 2 stars because I actually love the game, but otherwise, being able to play it only on an open screen is pretty frustrating. Please look into this issue",2
if you wanted classic tetris this isnt it its a generic puzzle game in a tetris cosplay,1
"Too long to load... I sat for maybe 5 minutes with the screen doing nothing, not progress or animation. Uninstall 😢",1
struggling to play since the increase of ads since the last update but the game itself is fun.,3
love it!,5
an add between games or levels but good to play,5
"annoying ads making the game crashed and bugged sometimes, I lost my progress",1
True to the original game! 👍,5
Too many Ads DO NOT DOWNLOAD!,1
Won't even load. Been stuck on homescreen for 3 mins,1
"The ads are ridiculous. Half of my time playing is spent waiting through ads, they make the game very buggy, and the software crashes often. Sad that this is what the legacy of tetris has become. Back to the Gameboy for me!",1
The ads are infuriating,1
helps my ptsd,5
horrible ads,1
"full of ads. Used to play Tetris all the time, now it's basically unplayable. I'm gonna see if there is some place I can side load the game from or a cracked version. I'd pay for the game, but I'm not doing a monthly subscription. sorry. lol.",1
doesn't load,1
"I love this game, BUT: -I am not always online and it is forcing me to go online in order to play... -I don't have fb and would like to be able to either create a tetris account or log in with Google or something. Please, programmers, fix this! 🙏🏻 It's an awesome game and these are truly annoying issues that Tetris shouldn't have",3
"if we have music off, the game shouldn't make noise when booting up or during ads.",2
"For the love of God I just want to play silly games on my phone and listen to my audiobooks or podcasts. If your adds stop my audio all together, that's it. Uninstall. WHY CANT THERE BE A SINGLE FREAKIN APP THAT DOESNT HAVE ISSUES WITH ADDS?",1
never opens,1
"Literally the only thing I used this for was offline play marathon mode and now for some reason I can't use it offline anymore. I might just dig up my old GBA and use Tetris on that instead, and I would encourage anyone else to do the same instead of waste their time with this money grabbing app from a company that does NOT need it. Uninstalled.",1
"I'm enjoying my time in this game, I like it.",5
"well, how do I describe this DISGRACE OF A GAME. Oh I know IT HAS WAY TOO MANY ADS ITS WAY TOO EASY IT HAS A 20 MINUTE TURTORIAL AND IT THROWS COLORS AT MY FACE EVERY SECOND. ok that's all I had to say. ;)",1
Downloaded the game and it wouldn't even load in off the main screen. Disappointing.,1
"I hated it for taking forever to load. You lose your mood for playing and start cursing its developers, it's so frustrating. Do not install.",1
locks up constantly,1
Any game you can't win without watching ads is not worth it,2
"Dont bother downloading this. Can deal with pre-game ads, but now the ads come mid-game - really off putting - happen about every 20 seconds during gameplay. Awful! Deleted today after having the app for 5 years.",1
Literal malware ads. Game itself is fun up to level 50. Then becomes convoluted and dull.,1
Classic,5
"I tolerated the app because it allowed me to play offline. Since the last update, every time my internet goes off or I am in airplane mode, I cannot play the game. Why is this important? because the ads make using the app a harrowing experience. The only actions that don't prompt ads to appear are opening the configurations and profile tabs. I was genuinely waiting for an add to pop up every time I searched for the offline function (that does not exist). Getting rid ads requires a subscription.",1
It's an online game with adds.,2
"Classic Tetris on Android. Gotta use an ad blocker, though.",5
"still terrible, ads that stop you and crash the game. It's a big ad disguise as a Tetris game. You can't play the game unless you watch at least 2 ads, and the list grow from there, what a shame",1
"Just install Block Blast. Because unlike this dogshit, you can play that game without wifi and you aren't flooded with ads. Truly, a disgrace to Tetris. You should be ashamed of yourselves.",5
"everytime I leave the app, for even just a second, it restarts. which means if I accidentally click an ad, then I have to restart the whole level. this is driving me nuts",1
game font extra large and can't be minimized to fit sceen,2
pop-up window keeps launching mid game. opens browser and ends up in infected website. uninstalled!!!,1
cant be played offline,1
no endless mode,1
I play adds longer then I play tetris,4
"its fun, but way too many ads",5
new scoring after app update is horrible. makes it practically impossible to pass levels without using extra rewards to continue. unless this is changed I'm done with this app. not much point in playing anymore,1
Why i cannot play offline in new update and the pop up message only give restart chance not offline. (Sorry if my english bad,3
"it won't even load, with or without internet. it's just Tetris how hard can it be. this is the worst Tetris app of all time I dont think anyone could enjoy this anymore.",1
not Tetris,1
"I used to like this game, unfortunately, they have hidden the only reason I play it (marathon mode) I straight up can't find it anymore. It was good while it lasted Tetris, but you flew too close to the sun.",1
Another Game Ruined By Greed... it was one thing having to watch ads to get points to continue failed levels. its a whole other story when I stop getting those points wasting my time watching ads for garbage games. This is a sad trend in gaming. Not only mobile but on the consoles as well. RIP,2
"They've completely broken Tetris, virtually unplayable. Had to uninstall it.",1
good but slow and I don't understand the coins where to use them,5
"I've been playing this game for years but the recent recent updates and redesign have ruined it. Granted I am at a very high level (~2,800) but the levels are now nearly impossible to complete. They're always just out of reach - repeatedly 1 line left by the time you're out of turns and the next piece would make you win - encouraging you spend money to get extra moves and skips. Multiple adverts and extra pop up challenges and mini games don't help UX either!",1
it says offline but isn't.,1
"Started out working well. But now, when I open the app to play the game, it sits there on the first loading screen continually loading. Uninstalling.",1
so laggy it's unplayable,1
unskipable advertising,1
too many ad interruption and the ads are long.,1
"Tetris used to be fun. Now it doesn't load, so now it just wastes memory on my phone. After I reached a certain level the nature of the game changed and I had to watch more and more ads to play. I uninstalled and reinstalled it to get back to what I consider a more fair balance of ads to game time. Since the reinstallation, it doesn't open to a game, giving it one star is over rating it.",1
Removing the offline play option was an absolute trash move. You've lost a decade-long player here.,1
1 star why? I couldn't even load into the main menu I was stuck seeing the tetris blocks forming into the blocks I swear I could on chrome and search online for a website game and load in faster than the one on my phone however it could be because my phone is a decade old but it runs every app I hope that this game could better itself but I doubt it,1
Can't play offline What's the bloomin point??,1
This app sucks. It's slow moving. The moves limit sucks. Also you are unable to move a falling piece into a tight squeeze. I don't recommend playing this game. Go back to the original video game.,1
not actual tetris,1
this app used to be playable offline. it's not anymore. instant uninstall.,1
Can't play it offline for some reason,3
it feels like a year's just to wait on the loading screen,2
takes too long to open,1
"i played this game before and it was so good cuz it has an offline mode but then i downloaded it again but this time there's no offline mode, can you guys bring that back please?",3
Very enjoyable but adverts after every level.,5
"New Scoring is HORRIBLE. I have been playing and buying in game items because I love the game so much. Now that you've changed how point games are scored, many levels are literally impossible to solve without at least one skip-it. Now you only get points upon 2 lines or more cleared. Change it back or I'm done with the game. Not even fun anymore.",1
Annoying notifications THAT CANNOT BE TURNED OFF!,1
offline mode doesn't work. it keeps telling me to reconnect. Edit: Even after the update the game still doesn't work with offline mode.,2
It loads for too long,2
Constant ads with no options to make a one time payment to permanently remove those ads is instant one star review and uninstall. I'm so sick of these developers shoving ads down my throat every time I play Playstore games.,1
"They've ruined their game in the latest update. you now are forced to play their annoying @ss levels to play real tetris, aka ""marathon"" mode. you're now also unable to play offline, which was part of the appeal in the first place.",1
A complete failure. I tried logging into the game with my Facebook account but it got stuck in a logging in screen. Then the app itself asked me to reset it. I cleared the cache and data and restarted the app. Still it's stuck. Uninstalled it. I'm not even mad. Just amazed at how broken this is. Just wow. I would have paid for this gladly if it worked.,1
Game makes you jump through hoops to play regular old fashioned tetris,1
"why is this ugly, unenticing version of this extremely popular game being foisted upon us? how long would it take ANYONE to design a progression of TETRIS levels? take up this challenge..you all.",1
The game has been downloaded on 3 of the phones in our home. It doesn't play. We just see those 4 little boxes do their little crazy dance.,1
Horrible Experience. Awesome classice game too bad half of the time game doesn't load. Reinstalled and nothing.,1
"I don't want to play this leveled game, bs. I just want to play Tetris. classic tetris. seriously, how difficult is that?",1
I loved this app marathon mode was fun and challenging and worth sitting through the ads to play it and suddenly it's just gone where the hell did it go all that's available are the dumb levels which is by far the worst part of this app WHERE IS MARATHON MODE!!!!,1
after the update the game is not working pls fix the bug,4
"Terrible cash grab app designed to shovel ads at users in piles. a terrible way to play Tetris, what a waste of time. it forces you to play ""levels"" to unlock ""marathon."" ""Marathon"" being the actual Tetris you want to play. the levels are uninteresting trash designed to give them a break point to insert ads. The ads are particularly egregious, I found no way to return to the game for them besides reopening the app. no x, no way to finish the ad. just redirects to the app store.",1
"EA has butchered this app and basically made it unplayable, the marathon mode (actual tetris) has been removed since the recent update. every time you do anything a minute + unskippanle ad plays and no you can't just turn off your data, you actually have to interact with and play the ads. Ea has taken tetris and literally milked it dry and in the process destroyed everything even remotely redeeming about the original product.",1
"I like the game but I hate that I am now not able to change the theme, all the themes I unlocked don't appear. When I searched on Google about this it turns out lots of people have this issue.",3
where the hell did marathon mode go!?!?!,1
"Played this game for years, then they changed it so that you have to go through levels with a bunch of ads in between to unlock the regular Tetris mode. Immediate delete",1
ADs....just so many usually ads when i just wanna smash blocks.,1
why did you get rid of marathon mode where you can choose your level?????,1
level up graphic covering the middle of the screen has probably ended my runs like 10 times. all that needs to be said.,1
The game is good but there are too many ads.,3
"its great, just like original tetris, but more games in it",5
"I would buy it, but I don't understand what you get and if it's a one time payment vs subscription.",3
Ads are too long. but otherwise good.,4
it's good. it's entertaining. but it has way too many ads.,5
Classic,5
"Too many ads after ONE level, and they are highly invasive nor do they fit on-screen to close out properly. Get an emulator for your phone with your favorite Tetris instead. I played this app years ago and found it a good time waster, now it feels desperate for a dollar. You could spend less time on ONE AD, to google how to emulate Tetris on Android.. Based on other reviews they are aware, but give the same reply and make no changes. Disappointing, I really used to enjoy it :/",1
Malicious data collection app. Do not install,1
"Very fun and engaging challenge as each level progresses. I played this game at the Video Arcade along with the other popular games of the Era as a Teenager at Funsville USA! on State Road in Cuyahoga Falls, Ohio with my School friends every Friday Night for Several Years back in the Glorious 80s!",4
Have a go at this tetris. Challenge yourself.i know its very old app but the Best of the lot !!have fun👋,5
"Garbage App Full of Useless Fluff. This app represents everything that is wrong with modern mobile games from multiple currencies, too mamy menus, unskippable minigame ads, and more. don't waste your time this is dog poo",1
Scam security warning each time I played it mid way through a game it would open a internet window and show a fake android security scam.,1
"you win a level, AD! you loose a level, AD! too many ads",3
"What can you say apart from its Tetris———oh wait here's one. Get Rid Of The Ads!! (i know you need money, but still.)",4
new Tetris style. Just starting to get into it. See if it keeps my interest.,5
"way too many ads, and not clear or consice passing or closing the ads, very irritating",4
permanent ad removal plz 🙏,3
1. The battery heavily gets heated. 2. You can't play offline. 3. Though through the options you can change the sensitivity but it still caused unmanageable playground.,1
there are so many ads,2
Very addictive game.,4
"The ad content is just too much, I was tolerating it up to a certain point but after the second time it made me watch an unskippable ad BEFORE I could play I just deleted it.",2
Good game.,4
"why does Tetris require internet to play, what a joke",1
Requires an internet connection,1
kuchh aur bhi hota jaise deebo ke andar ka khali jagah me agar chala jata,4
"Broken game, full of ads. Every move triggers ads. just play other same kind of games.",1
not everyone likes Kalinka !!,1
excellent. tetris friends was a bit better,4
it wasn't like how I remembered it so it's stupid now,1
Down time killer,5
"Classic game, always fun, and good for soaking up a little time!",5
I love this game!! The fact that I can turn the pieces makes me happy!!!!,5
"The developer responded, the bug is now fixed. Review edited to 5 stars. Great game. Essence of old review: Some recent change has rendered the game unplayable....I'm stuck on a looping ad.",5
"If you like block games, this game is for you. Really easy to understand and is enjoyable. Hope you enjoy this game if you try it out. I recommend this game to you.",5
too many ads,2
it's sooooooo fun and addictive,5
One of my favorite games.,5
"Too many ads, a lot of them are also malicious",2
too many ads but game is nice,1
not working,1
the ads suck,5
so many cookies to deactivate cannot be bothered. why does tetris need to have so many trackers on my phone.,1
takes ages to load. ads are too long. nothing like proper Tetris,1
addicted,4
fun but it got boring,2
Ads too many,1
it's great 😃,5
"lags horribly, ads constantly, unnecessary additions, and memory usage. i just want basic tetris alone.",1
lovely nice,2
it used to be a great mobile version of tetris but now I cant even get into the game even after letting it load for 10+ minutes. game is unplayable. dont bother downloading,1
"After two rounds, the game paused for an ad break. The ad was for ""Kingshot"", a clone of the ""Royal Match"" BS. So I waited the 30 seconds for the ""skip the ad"" X to appear, skipped back to Tetris, closed it, and uninstalled it. WHENEVER I see ads for anything like ""Royal Match"", I boycott the app/game/merchant who took money from ""Royal Match"" and its (in-house, I'm sure..) clones. Sorry Tetris.. I loved you in the arcade.. and I'd pay you for a version with no ads & arcade buttons on screen..",1
too easy,1
It is a great puzzle game,2
"what is pretty strange about this app, is that when you play often it loads immediately, but if you don't play for a few days takes longer, if you skip a week it takes even longer to load, which makes sense if exporting none-game related data... but why?",2
should be less ads,4
"while playing the game sometimes it automatically opens a fake virus webpage on chrome prompting user to enter payment card details to remove the fake viruses, this game should be removed from playstore",1
game was great at first. now for some reason it just locks up all the time after rounds now I can't even open it,3
"it's good, just wish there were like, bosses",3
"I enjoy the classic tetris gameplay, but there are ads that you cannot dismiss and have to restart the app to play the next level, which gets annoying really fast.",3
I didnt sign up to play the ads more than I play your game,1
Too many ads. Not the original to play continually without interpretations,2
it's awesome,5
For the the most part a decent Tetris version. But there is no good reason why it needs to be connected to the internet at all times.,2
Uninstalled almost immediately. Within 2 games I got an inescapable ad that was fullscreen with no exit possible. Utter rubbish. Also it's 2025 and you want me to login with Facebook. Really?!,1
"Redirected me to a fake 'you have 3 viruses' webpage, not safe, not cool 🤟 also a pretty darn boring version.",1
"I love tetris. But this app is a joke. Takes forever to load and sometimes I have to restart the app 2 or 3 times. The Interface is good but not the best. I you're trying to play, just play in the offline mode by turning off your internet or wifi.",2
to many ads. where's the real Tetris.,1
too much add,3
"you get what you download it for, at the cost of the typical free mobile game bloat, alongside an incessant amount of ads. it is clear since the release of this edition of tetris that got worse with subsequent updates, where 4-5 years ago there was no ads, and just the marathon and battle royale modes. this now has ""levels"" which aren't really challenging and an absurd amount of adds, monetization, and whatever else.",2
would be better without ads,3
"My review goes from 5 to 1 star after the latest update. The first reason is just personal taste: I loved the simplicity of Tetris, and the addition of all these extra “silly things” (e.g.“Turkey season”) is just not for me. The second, and most important reason: after the update I played three times, and three times a fraudulent page popped up warning me about fake viruses, showing a 5-minute countdown to total disaster and a link to click “immediately” to avoid it. Disinstalled!",1
good,5
"the ads are not a problem for me. The game is far too easy. It's more like a mindless clicker game, there's no challenge at all. and I've got to level 7 thinking the next level must be harder... please let the next level be harder...",2
"requires internet. has currency for some reason? and... events? ... ads?! the ui is cluttered, messy, slow. i sideloaded the old version of this game from 2017, and it's much better. solves all my complaints.",1
Way too many ads that are way too difficult to cancel out of.,1
best ever,5
"Great game, just wayyyyyyy too many ads🙏🏾",3
"you can't even play offline anymore , every 5second there is a pop up telling you to reconnect to internet... the online game is full of ads ... I really liked the games , but I won't support a greedy company",1
Too many immersion breaking garbage ads,3
you are stuck with 1 min of ads for 1 level of game played. its ridiculous.,2
great game,5
? there was a tetris blitz and I can't on longer find it,1
ads that don't allow you to play,1
Ah Tetris. Childhood game time memories unlocked.,5
too many inescapable ads.,2
"Adds make this infuriating. U can't play offline so I can't even use it at work(no wifi) Getting an off brand because this just isn't tetris. edit: tried again, still need wifi, THERE IS NO REQSON TO NEED WIFI FOR TETRIS!!!!!!¡!!!",1
"offline mode is false advertising. Please don't just respond with ""we'll take your feedback into consideration"" and actually implement a positive change",1
"Frankly feels quite shallow in comparison to the old Tetris royale. The puzzle levels are okay, but the complete lack of multiplayer is a bit disappointing. The reward system is nice for those living in America, but it's pretty disappointing for anyone in NZ or Australia.",3
"block movement is robotic. pieces are hard to get where I want them and stop where I don't want them, blocking access to lower spaces",1
"PlayStudios has taken a beloved game and introduced a battlepass with cosmetics for your profile as if this was a competitive multiplayer game. As well as introducing a currency system for a shop that doesn't even sell in game content such as themes. Absolutely without a doubt the most disappointing version of this game to date, not to mentioning the ads and the repetitive level based mode which seems almost designed to give you just few enough moves to force ads to complete a level.",1
"I like the fact that it offers ""offline mode,"" but it refuses to play because of ""connection loss.""",1
"well, it's always cool of course. I'm just bad at it. and for the sake of knowledge, the song is actually called korobeiniki, not the Tetris theme technically. enjoy",5
Unskippable unmutable ads? Absolutely not.,1
seems to be an enjoyable and stress-free game.,5
it never worked it always crashed i had stable internet connection etcetc...,1
it's tetras,5
The ads are intrusive and make noise.,1
twenty four years playing! AWESOME,5
"Most recent update broke the game. The way points are obtained seems to have changed, making points-based levels a lot more difficult than they should be",3
"whys there a game in the middle of my ads🥴or alternatively - absolutely ad infested, after each level an ad, decent game but theres always ads",2
way too many ad's,2
ad after every level,2
Riddled with pestering ads for scam mobile games. What a disappointment.,1
"what tf is this, it takes a decade just to login n play , don't download it for those who have less patiant",1
I used to love this game until they changed the look of the puzzle pieces,1
good game but the temu adverts have ruined it. all the other ads can be crossed out.,2
the app recently had an update and it got worse. they no longer give points for doing the blocks which makes the levels away harder and isn't classic tetris. it also makes you use your power ups to beat levels which is just a way to make money. took away the option to watch an ad to continue the level as well. game has gotten way worse.,1
"The game has changed the point system, making it impossible to win without getting the extra 10 moves. It's very irritating",2
bring back the old interface,2
"why can't I play the game... it's say connection lost all the time, I've tried to uninstall and install again but it's still the same :(",4
Something wrong when I reached level 885.,3
"great game, too many ads.",4
சூப்பர்,2
Too easy and pretty boring. Uninstalled it.,1
"Nov 4th ~ got ad after 2 moves and again after one move, wrong way to treat player who gave you five stars once and now gave u 4 stars.",5
one of my all-time favorite video games...play it daily,2
"Did you know that Tetris has been proven to help people overcome trauma? It's true! Too bad this app is now so full of ads it's unplayable. It's not only not relaxing anymore, it's unplayable. I started it up after a seriously bad day, got blasted with ads.... then uninstalled it and PAID for a different relaxing puzzle game (Suika) instead. Very disappointing.",1
"im a long time player, im around level 3000 and i managed to look past the god awful updates like lowering the amount of ways to get tetris coins (not gold coins) and the stupid ways to aquire badges and profile tamplates through levels instead of just buying them (which was a lot better) and even the horrendous amount of ads, but this new update is something i cant. WHY CHANGE THE LOOK OF THE GAMEPLAY?! its ugly and i cant even play it anymore because its ruining my experience by being so uglyy",1
Way to much adds.! Will be looking at other games.,1
"Incredible slow to load or when a change to a new level, anoying publicity, dirty design. why can we have a classic an clean Tetris game?",1
"Way too many ads. Literally after every level. Not to mention, how long they are. One level takes maybe a minute and a half. Then they make you watch two ads, that are as long as the level itself. On top of that, some levels you literally cannot beat with the limited moves they allot you, forcing you to watch ads to get more moves. Classic mobile game app manipulation tactic, look it up!",1
"the game has a scam pop up ad that says that your phone has a virus, so I just deleted the app after this",1
Your greed ruined a great tetris game. Banner ads in marathon mode cause the game to lag. No point playing if you lose because constant lag.,1
this game is SUPER BAD,1
The ads are just unbearable! Just too many freaking ads!,1
bombarded with ads.. multiple times I've used my Tcoins for extra time and get forced to Google play for a app I don't want.. back out and the game reloads. lose my coins multiple times. paid for a month of ad free and still get screwed for my Tcoins.... I'm on level 1100. really not fair I paid for ad free and I still have to play Tetris between ads lose my coins and have to replay levels I needed one line to beat...thanks crooks,1
it stopped loading up,1
Great game but the formatting on the Samsung Zfold 4 is off. There are cut off icons making it difficult to navigate,4
best game ever created level 3k and sum change. hours of dedicated time pit into it keeps me sharp real brain food,5
it has ads that loop or don't have an x out button with no timers so you have to close out the game and restart,1
this ain't tetris. u get to play 10 seconds to clear a level and then have to watch a 2 to 3 minutes add. This is a shame to Tetris. and you still get ads even if you buy a pay version who knows how many times the last few years because they keep taking off the play store and bring back a new version just to make you buy it again.,1
Tetris exposed my 6 Yr old nephew to a dating app I clearly listed the age as 12 idek why he was shown this ad,3
Offline mode doesn't work alot of the times,2
why does Tetris need a battle pass premium currency and daily challenges. I understand wanting to modernize a classic but these anti consumer business practices with the constant stream of ads (offline or online) makes me not want to support this version.,3
"its a lot of fun but some of the ads don't have a close button, so I have to close and reopen the game which gets really frustrating",3
"too many ads. after a level, you get an ad for another tetris game",1
Ad-Free is not a permanent purchase and instead is $2-$4 depending on how it is purchased for only 30 days. This is trash.,1
It's fun but has an ad after every level even if you lose,2
fix the ads so that I can 'X' out of them! I am so sick of closing the app and re-opening it after every round because youre so desperate to have me download more games that are paying your ads.,2
"too many ads, doesn't work offline to make sure they force their ads",1
Way too many ads! Even on the menus! Makes the game unplayable. Uninstalled on the second day of installation.,1
when the adverts come you can't get rid of them and you are forced to the play store. Still the same 2 years later uninstalling it,3
sadece internetle oynanıyor ve deli gibi internet yiyor,1
"too much ads, most of them should be watched until the end, most of them do not have the close button or skip button so u have to restart the game all the time. Ads appear every after stage/challenge, tiring.",1
nice but the ads are too annoying,2
Ads are unbearable.,1
"no option to remove ads, only monthly fees to temporary suspend ads",1
the old ones are the best ones,5
too many ads,1
ads ruin every good game,2
"Offline mode broken... I've had this game for years and play every once in awhile. I always played the offline mode because I don't want to deal with ads and I just want to play the marathon mode. I even go as far as to turn off my wifi and data so there's no connection at all. It's always worked in the past, no issue. Tried to play today after not playing for awhile and now it doesn't work. every time I play, every 10 seconds (I counted) there's a popup on screen that says ""Trying to reconnect""",2
"Too many ads. Overly simplistic, not real Tetris.",1
too many ads just give me basic tetris,1
"add after every level, and if you leave your phone mid level you gotta do more ads.",2
"The ad experience in this game is absolutely infuriating and a major deterrent. ​Frequent Ads: An advertisement is forced upon the user after every single level, severely disrupting the flow of the game. ​Forced Interaction: Worse than the frequency is the nature of the ads. They require more than just watching; you are often forced to interact with a mini-game or animation. Tapping the screen before a specific prompt usually redirects you to the app store. You must wait a long time.",1
you should not need an Internet connection to play TETRIS,1
favorite game as a kid,5
unusable..game never loads.,1
Idk what happened but while I'm playing (without playing ads or anything) I get redirected to a screen in my web browser saying that I have a virus and I must proceed with it. and it's only playing this...,1
"I like the game even tho there's a lot of ads, however sometimes when playing it randomly clicks on an invisible ad that takes me to a very dodgy looking pop up site. it happens quite a lot and is concerning.",3
"a terrific, additive and mind game with hands and eye coordination. recommended.",5
Sooooo many ads,1
1 MILLION ADS,1
"I wish if there is an offline tetris. Little slower like old one. Also, There is no settings.",2
classic the best,5
"strategic, quick decision making....it's brain exercise.",5
"intrusive ads and the game is very clunky with it's menus, ironically worse than when EA Games used to license the game",2
"tetris with limited moves, that's some straight b.s. right there. just had to monetize it, uninstalled",1
In a prior review I complained that the game did not work on the Samsung Galaxy S23 Ultra. They have since fixed that issue. So they are back in my good books. 😁,3
Very entertaining. Am so thrilled playing this game. Splendid! I can't ask for more.,5
sent me to a malicious site claiming my device was infected. i just wanted to play Tetris. i reported.,1
ads ads ads. replaced the old Tetris that you could play offline. now 30 sec ads in between every game.,1
better touchscreen controls. same classic game. Love it! thank you!,5
Classic Tetris!!!!! Still like playing it!!! Great version! :),5
BRING BACK THE OLD TETRIS,1
I love the original Tetris and this one on my phone is comparably awesome!,5
"If only I can use the coins for something that benefits me it would be great, but they're only for people who live in the US or who can go there , sometimes there is a digital award but I can't pay coins for it unless I have a Facebook account !",4
awful ad ridden game. cant even play endless mode? i have to play small levels with ads after each game which are longdr than the games tbemselves. you cant even play offline. ridicilous for a tetris game,1
"After every single round of fun TETRIS, inescapable ads!!! WHY?! Played for 8 rounds? & I'm uninstalling now because I was here to play TETRIS, not the other bs games. BYE!",1
good game I'm,4
Loading for 7+ minutes. On moto g75 5g,1
+💯 nostalgia,5
insane amount of ads. just have to close and reopen the game all the time. what did I expect right.,1
as time goes on it still gets worse..the ads even force you to google play before stopping the ads...seriously what a joke,1
"This is probably my favorite game on my phone, but I would like if you could add a mode where its just endless.",4
job well done! simple! beautiful animations! beautiful music! how tetris should be played,5
"Fun, easy game. but the music drives me nuts",4
Too many ads. I was willing to pay to get rid of them but it's a $3 monthly subscription rather than a one time purchase. Completely unacceptable.,1
I've had this app on my phone for a long time but have watched it sadly decline in quality over that period. The long adverts are now so bad that I had to finally delete it. The pay to play nonsense is creeping into this game too. Time to say goodbye.,1
"Ads, Ads and more Ads",2
you know you want to play it just give it a try,5
too many ads,1
Classic game killed by ADs👎🏻👎🏻👎🏻👎🏻👎🏻,1
an ad after every level,2
best game,5
"I am giving this a one-star rating. If I was able to, I would give it a zero star rating. it is ridiculous that you have to come up with a name, and everyone already has that name you put in, the original tetris is 100 times better than this version",1
Too many ads.,1
ease and fun,5
good time pass 😁,4
Unplayably laggy at later stages - even worse when your data is on and ads play.,1
wanna watch 99 ads and play for 5 sec download this,1
Bring back tetris royale,1
I love Tetris but the ads are just too aggressive. Really long and designed to trick you into clicking. I'd sooner pay for the app. It's a shame because the game is fun. edit: Two years later. Still the same opinion.,2
"Ridiculous... adds on the half of the level, it doesn't matter if you wait to see the entire add and click close - it still will take you to a website or to install some other app. I understand that you need to make money but every 3 minutes it is too much.",1
it's Tetris & it's my favorite game. less is more. please keep it around.,5
Pretty good for a free game. less ads would be nice.,4
"Ever since the new update, I'm no longer able to claim the free daily rewards. It keeps stalling at the 2nd reward, which typically gives you loyalty points.",2
The loading page takes forever.I think I will delete it,1
it's so bad,1
